Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,t_Stop,Stop,NoGo_Feedback
24,1658745221174,25/07/2022 10:33:41,1658745197937,1,25/07/2022 11:33:17,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,25,3,1,Screen 1,button,timelimit_screen,1000.1140000000014,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
25,1658745221174,25/07/2022 10:33:41,1658745198938,1,25/07/2022 11:33:18,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,25,3,2,Screen 2,button,timelimit_screen,999.6669999999976,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
26,1658745221174,25/07/2022 10:33:41,1658745199490,1,25/07/2022 11:33:19,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,25,3,3,TEST,Zone1,response_keyboard_single,545.6999999992549,,,Left,1,1,0,0,,,,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
27,1658745221174,25/07/2022 10:33:41,1658745200338,1,25/07/2022 11:33:20,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,25,3,6,IsTrue,button,timelimit_screen,200.18399999999747,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,200,Left_go.png,NoGo
28,1658745221174,25/07/2022 10:33:41,1658745201338,1,25/07/2022 11:33:21,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,8,4,1,Screen 1,button,timelimit_screen,999.9950000000026,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,150,Left_go.png,NoGo
29,1658745221174,25/07/2022 10:33:41,1658745202338,1,25/07/2022 11:33:22,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,8,4,2,Screen 2,button,timelimit_screen,1000.1229999999996,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,150,Left_go.png,NoGo
30,1658745221174,25/07/2022 10:33:41,1658745202945,1,25/07/2022 11:33:22,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,8,4,3,TEST,Zone1,response_keyboard_single,600.5,,,Left,1,1,0,0,,,,,1,taskGo,Left_go.png,Left,150,Left_go.png,NoGo
31,1658745221174,25/07/2022 10:33:41,1658745203687,1,25/07/2022 11:33:23,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,8,4,6,IsTrue,button,timelimit_screen,199.637999999999,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,150,Left_go.png,NoGo
32,1658745221174,25/07/2022 10:33:41,1658745204688,1,25/07/2022 11:33:24,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,18,5,1,Screen 1,button,timelimit_screen,1000.2870000000003,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,150,Left_go.png,NoGo
33,1658745221174,25/07/2022 10:33:41,1658745205688,1,25/07/2022 11:33:25,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,18,5,2,Screen 2,button,timelimit_screen,1000.1290000000008,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,150,Left_go.png,NoGo
34,1658745221174,25/07/2022 10:33:41,1658745206441,1,25/07/2022 11:33:26,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,18,5,3,TEST,Zone1,response_keyboard_single,745.5999999996275,,,Left,1,1,0,0,,,,,1,taskGo,Left_go.png,Left,150,Left_go.png,NoGo
35,1658745221174,25/07/2022 10:33:41,1658745207038,1,25/07/2022 11:33:27,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,18,5,6,IsTrue,button,timelimit_screen,200.04799999999886,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,150,Left_go.png,NoGo
36,1658745221232,25/07/2022 10:33:41,1658745209761,1,25/07/2022 11:33:29,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,11,1,1,Screen 1,button,continue_keyboard,2707.5,,,,,0,1,0,,,,,,practice end,,,,,
37,1658745221232,25/07/2022 10:33:41,1658745213977,1,25/07/2022 11:33:33,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,12,1,1,Screen 1,advancementZone,continue_keyboard,4208.699999999255,,,,,0,1,0,,,,,,task instructions,,,,,
38,1658745221232,25/07/2022 10:33:41,1658745214972,1,25/07/2022 11:33:34,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,36,4,1,Screen 1,button,timelimit_screen,1000.2990000000063,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
39,1658745221232,25/07/2022 10:33:41,1658745215972,1,25/07/2022 11:33:35,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,36,4,2,Screen 2,button,timelimit_screen,1000.0479999999952,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
40,1658745221232,25/07/2022 10:33:41,1658745217122,1,25/07/2022 11:33:37,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,36,4,3,TEST,gosignal,gonogo,1149.9919999999984,,,NoGo,,1,0,0,,,,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
41,1658745221232,25/07/2022 10:33:41,1658745217322,1,25/07/2022 11:33:37,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,36,4,6,IsTrue,button,timelimit_screen,200.0020000000004,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
42,1658745221232,25/07/2022 10:33:41,1658745218322,1,25/07/2022 11:33:38,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,16,5,1,Screen 1,button,timelimit_screen,1000.1209999999992,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
43,1658745221232,25/07/2022 10:33:41,1658745219322,1,25/07/2022 11:33:39,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,16,5,2,Screen 2,button,timelimit_screen,999.869000000006,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
44,1658745221232,25/07/2022 10:33:41,1658745220472,1,25/07/2022 11:33:40,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,16,5,3,TEST,gosignal,gonogo,1150.1139999999941,,,NoGo,,1,0,0,,,,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
45,1658745221232,25/07/2022 10:33:41,1658745220672,1,25/07/2022 11:33:40,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,16,5,6,IsTrue,button,timelimit_screen,200.1600000000035,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
46,1658745221695,25/07/2022 10:33:41,1658745221672,1,25/07/2022 11:33:41,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,52,6,1,Screen 1,button,timelimit_screen,999.9479999999967,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
47,1658745222700,25/07/2022 10:33:42,1658745222672,1,25/07/2022 11:33:42,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,52,6,2,Screen 2,button,timelimit_screen,1000.1300000000047,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
48,1658745223849,25/07/2022 10:33:43,1658745223822,1,25/07/2022 11:33:43,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,52,6,3,TEST,gosignal,gonogo,1149.9850000000006,,,NoGo,,1,0,0,,,,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
49,1658745224044,25/07/2022 10:33:44,1658745224022,1,25/07/2022 11:33:44,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,52,6,6,IsTrue,button,timelimit_screen,199.99499999999534,,,,,0,1,0,,,1,,1,taskStop,Left_go.png,NoGo,150,Left_nogo.png,IsTrue
50,1658745225050,25/07/2022 10:33:45,1658745225022,1,25/07/2022 11:33:45,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,29,6,1,Screen 1,button,timelimit_screen,999.9599999999991,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
51,1658745226039,25/07/2022 10:33:46,1658745226022,1,25/07/2022 11:33:46,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,29,6,2,Screen 2,button,timelimit_screen,1000.1400000000067,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
52,1658745226660,25/07/2022 10:33:46,1658745226634,1,25/07/2022 11:33:46,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,29,6,3,TEST,Zone2,response_keyboard_single,602,,,Right,1,1,0,0,,,,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
53,1658745227454,25/07/2022 10:33:47,1658745227422,1,25/07/2022 11:33:47,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,29,6,6,IsTrue,button,timelimit_screen,200.04100000000471,,,,,0,1,0,,,1,,1,taskGo,Right_go.png,Right,200,Right_go.png,NoGo
54,1658745228445,25/07/2022 10:33:48,1658745228422,1,25/07/2022 11:33:48,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,56,7,1,Screen 1,button,timelimit_screen,1000.0740000000005,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
55,1658745229447,25/07/2022 10:33:49,1658745229422,1,25/07/2022 11:33:49,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,56,7,2,Screen 2,button,timelimit_screen,1000.0380000000005,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
56,1658745230590,25/07/2022 10:33:50,1658745230572,1,25/07/2022 11:33:50,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,56,7,3,TEST,gosignal,gonogo,1150.0740000000005,,,NoGo,,1,0,0,,,,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
57,1658745230795,25/07/2022 10:33:50,1658745230772,1,25/07/2022 11:33:50,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,56,7,6,IsTrue,button,timelimit_screen,199.99099999999453,,,,,0,1,0,,,1,,1,taskStop,Right_go.png,NoGo,150,Right_nogo.png,IsTrue
58,1658745231802,25/07/2022 10:33:51,1658745231772,1,25/07/2022 11:33:51,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,50,7,1,Screen 1,button,timelimit_screen,1000.0820000000022,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,150,Left_go.png,NoGo
59,1658745232797,25/07/2022 10:33:52,1658745232772,1,25/07/2022 11:33:52,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,50,7,2,Screen 2,button,timelimit_screen,1000.0290000000023,,,,,0,1,0,,,1,,1,taskGo,Left_go.png,Left,150,Left_go.png,NoGo
60,1658745233448,25/07/2022 10:33:53,1658745233424,1,25/07/2022 11:33:53,92270,31,task-1njw,,23277038,p002,6832167,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 103.0.5060.134,1920x1080,1920x969,,Stop Signal Delay - After Caffeine ,6,task full ,task full ,50,7,3,TEST,Zone1,response_keyboard_single,647.3000000007451,,,Left,1,1,0,0,,,,,1,taskGo,Left_go.png,Left,150,Left_go.png,NoGo
